900459	381853
0	0
900460	78852.7
0	0
900462	54658.5
0	0
900654	110713
0	0
900651	293126
0	0
900991	58314.4
0	0
900990	357477
0	0
900838	287509
0	0
900841	15193.7
0	0
900840	37689.2
0	0
900961	198122
0	0
900960	233676
0	0
901190	13650.2
0	0
901189	81053.3
0	0
901188	356148
0	0
901360	10308.4
0	0
901566	297287
0	0
901568	44387.8
0	0
901569	39946.9
0	0
901571	63317.3
0	0
901577	6273.67
0	0
901574	45967.3
0	0
901767	87838.1
0	0
902065	108425
0	0
902066	32742.6
0	0
902067	22265
0	0
901766	134226
0	0
902068	299138
0	0
901764	375026
0	0
901765	21614.7
0	0
902223	4902.9
0	0
902401	227389
0	0
902760	134006
0	0
902757	381932
0	0
902758	47584.3
0	0
902759	21278.9
0	0
902761	166.97
0	0
902970	205836
0	0
902950	1646.1
0	0
903093	117959
0	0
903086	364094
0	0
903089	90473.1
0	0
903090	55140.3
0	0
903087	32811.1
0	0
903088	9052.68
0	0
903240	1479.72
0	0
903423	26625.5
0	0
903413	175393
0	0
903414	60127.2
0	0
903415	93787.6
0	0
903416	63204.8
0	0
903701	329600
0	0
903702	22345.7
0	0
903703	15584.4
0	0
904202	74249.8
0	0
904201	349915
0	0
904121	151951
0	0
904122	1699.2
0	0
904039	10578.9
0	0
904037	197114
0	0
904415	79743.5
0	0
904414	116484
0	0
904346	6796.8
0	0
904550	82129
0	0
904549	184153
0	0
904617	101046
0	0
904616	118734
0	0
904924	105551
0	0
904923	314668
0	0
904925	20695.4
0	0
904929	703.28
0	0
904724	134620
0	0
904725	16019.7
0	0
904803	31334.4
0	0
905058	268451
0	0
905114	178022
0	0
905078	59418.1
0	0
905077	253610
0	0
905115	49282.5
0	0
905079	60641.3
0	0
905301	444790
0	0
905303	5680.52
0	0
905304	16980.2
0	0
905346	154628
0	0
905296	58408.5
0	0
905295	572785
0	0
905305	232272
0	0
905347	95541.8
0	0
905241	456089
0	0
905472	5097.6
0	0
905471	104600
0	0
905467	164713
0	0
905473	16980.2
0	0
905476	10216.4
0	0
905644	251752
0	0
905838	25470.3
0	0
905643	239823
0	0
906076	6455.71
0	0
906037	263.14
0	0
906035	9396.34
0	0
906032	175943
0	0
906002	242729
0	0
906024	173103
0	0
906030	35841.8
0	0
906077	16980.2
0	0
906337	185063
0	0
906336	272028
0	0
906338	75217.9
0	0
906216	10959.8
906204	168618
0	0
906205	43383.4
0	0
0	0
906680	526.28
906675	27722.4
0	0
906671	434881
0	0
906682	84830.3
0	0
0	0
907124	50195.4
0	0
907123	303434
0	0
0	0
0	0
907122	50940.6
0	0
907303	33111.4
0	0
907121	199143
0	0
907151	6250.79
0	0
907152	16980.2
0	0
906861	212596
0	0
907304	239826
0	0
907369	517.61
0	0
906678	16725.7
907556	2821.79
0	0
907557	136818
0	0
907554	120663
0	0
907555	73089.2
0	0
0	0
907565	469562
0	0
907566	43769.3
907567	5276.96
0	0
0	0
907753	37514.2
0	0
907752	23056.5
0	0
907751	38173
0	0
907750	228270
0	0
907754	271483
0	0
908111	4726.3
0	0
908112	130179
0	0
908110	20614.7
0	0
908109	4886.14
0	0
908101	191598
908114	15287.3
0	0
908106	19785.1
0	0
0	0
908634	16131.2
0	0
908636	16794.9
0	0
908721	7438.25
0	0
908718	8099.52
0	0
908717	519265
0	0
908664	10987
0	0
908638	242536
0	0
908629	156357
0	0
908631	146651
0	0
908834	114828
0	0
908850	16980.2
0	0
908849	72377
0	0
908832	45686.1
0	0
908838	171899
0	0
908842	157412
0	0
909076	146801
0	0
909093	13721
0	0
909091	8956.06
909092	16131.2
0	0
909090	315498
0	0
909276	102759
0	0
909275	49739
0	0
909272	24418
0	0
909269	173232
0	0
0	0
909443	29978.6
0	0
909491	11015.2
0	0
909444	51039.5
0	0
909440	56011.7
909442	19905.2
0	0
909441	93197.7
0	0
0	0
909445	22043.6
0	0
909711	315859
0	0
909710	110084
0	0
909712	5150.76
0	0
909713	16956.6
0	0
909881	86708.1
0	0
909880	317135
0	0
910054	192298
0	0
910053	19974.9
0	0
910052	216768
0	0
910248	16956.6
0	0
910247	5016.77
0	0
910246	201406
0	0
910363	197261
0	0
910364	88301.4
0	0
910365	8462.96
0	0
910615	103735
0	0
910362	330405
0	0
910742	22896
910736	390261
0	0
0	0
0	0
0	0
910739	26327
0	0
910745	3072.72
0	0
910747	5310
0	0
910973	411246
0	0
910975	3280.4
0	0
910974	284337
0	0
911144	257560
0	0
911146	4842.72
0	0
911145	98016.7
0	0
911505	231939
0	0
911326	609110
0	0
911503	297622
0	0
911567	3430.26
0	0
911568	3430.26
0	0
911572	9752.7
0	0
911571	4552.44
0	0
911327	18946.1
0	0
911349	36228.4
0	0
911561	3067.06
0	0
911559	118044
0	0
911560	53509.8
0	0
911573	30521.9
911737	12596.2
0	0
0	0
911566	3391.32
0	0
911562	67826.4
0	0
911520	117647
0	0
911736	251001
0	0
911909	197071
0	0
911908	104125
0	0
911881	174257
0	0
911992	186208
0	0
911880	218766
0	0
911993	10289.1
0	0
912129	135843
0	0
911991	305365
0	0
912351	232810
912352	63409.2
0	0
912162	52468.3
0	0
0	0
912353	979.16
0	0
912135	186557
0	0
912139	183132
0	0
912374	97548.5
912526	101228
0	0
912377	143626
0	0
912330	12089.3
0	0
912329	70744.5
0	0
912376	5099.96
0	0
912546	5654.56
0	0
912548	3420.82
0	0
912547	8452.34
0	0
912549	12354.9
0	0
912375	77050.7
0	0
0	0
912697	3013.72
0	0
912691	52280.2
912689	168103
0	0
912698	4284.82
0	0
0	0
912692	21702.4
0	0
912897	180667
0	0
913030	5299.38
913031	3769.78
0	0
913028	153424
0	0
0	0
913133	168415
0	0
913152	16931.7
0	0
913122	201068
0	0
913121	416753
0	0
913120	3823.2
0	0
913132	42770.8
0	0
913130	38710.9
0	0
0	0
0	0
913135	25511.4
0	0
913134	160337
0	0
913214	37560.3
0	0
913195	200375
0	0
913222	158096
0	0
913221	41919.5
0	0
913220	164216
0	0
913322	2279.76
913320	371705
0	0
0	0
913323	73381.9
0	0
913401	20339.4
0	0
913402	96913.9
0	0
913400	43569.4
0	0
913398	316753
0	0
913403	36718
0	0
913494	171046
0	0
913495	6919.14
0	0
913493	35500.2
0	0
913491	11349.8
0	0
913479	276806
913482	653.96
0	0
0	0
913481	32478.8
0	0
913608	46382.9
0	0
913490	169305
0	0
913604	516230
0	0
913605	4984.32
0	0
913607	42524.6
0	0
913551	226815
0	0
913609	244412
0	0
913570	14112.8
913606	111806
0	0
0	0
913553	46300.6
0	0
913736	257365
0	0
913888	48824.5
0	0
913887	194771
0	0
913880	288225
0	0
914050	37024.2
914048	196472
0	0
914054	5040.96
0	0
0	0
914051	37162.3
0	0
914018	396713
0	0
914201	7975.57
0	0
914166	266613
0	0
914168	160089
914210	34095.3
0	0
914205	150867
0	0
0	0
914237	3044.4
0	0
914202	138346
914203	13100.4
0	0
0	0
914375	76463.5
914380	31403.5
0	0
914382	54524.9
0	0
0	0
914373	236429
0	0
914374	90803
0	0
914388	5885.84
0	0
